name,host_name,host_is_superhost,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,room_type,accommodates,beds,price,review_scores_rating
Rental unit in Madrid · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,Agustín,t,Delicias,Arganzuela,40.3986,-3.69682,Habitación privada,1,1.0,$26.00,4.88
Rental unit in Madrid · ★4.10 · 1 bedroom · 1 bed · 1.5 shared baths,Karolina,f,Comillas,Carabanchel,40.39059,-3.71294,Habitación privada,2,1.0,$20.00,4.1
Rental unit in Madrid · ★4.85 · 1 bedroom · 4 beds · 1 bath,Gemma,t,Palacio,Centro,40.41153335571289,-3.715321063995361,Casa entera,4,4.0,$96.00,4.85
Home in Madrid · 1 bedroom · 1 bed · 1 shared bath,Christina,f,Bellas Vistas,Tetuán,40.45547,-3.7062,Habitación privada,1,1.0,$66.00,
Rental unit in Madrid · ★4.76 · 2 bedrooms · 2 beds · 1.5 baths,Familia R. Tellez,t,Palacio,Centro,40.41261,-3.70915,Casa entera,4,2.0,$104.00,4.76
Rental unit in Madrid · ★4.85 · 2 bedrooms · 2 beds · 1 bath,Mabel & Flor,t,Palos de Moguer,Arganzuela,40.406715,-3.693803,Casa entera,4,2.0,$103.00,4.85
Rental unit in Madrid · ★4.95 · 2 bedrooms · 2 beds · 2 baths,Familia R. Tellez,t,Sol,Centro,40.41554,-3.70692,Casa entera,6,2.0,$163.00,4.95
Rental unit in Madrid · ★4.91 · 1 bedroom · 1 bed · 1 bath,Andres,f,Justicia,Centro,40.42222,-3.69896,Casa entera,4,1.0,$104.00,4.91
Rental unit in Madrid · ★4.90 · 2 bedrooms · 2 beds · 1.5 baths,Familia R. Tellez,t,Embajadores,Centro,40.41277,-3.70732,Casa entera,4,2.0,$112.00,4.9
Rental unit in Madrid · ★4.91 · 6 bedrooms · 6 beds · 6.5 baths,(Mateo ),t,Justicia,Centro,40.42728,-3.69969,Casa entera,10,6.0,$450.00,4.91
Rental unit in Madrid · ★4.61 · 1 bedroom · 1 bed · 2 shared baths,Irene,f,Pueblo Nuevo,Ciudad Lineal,40.43083,-3.64322,Habitación privada,3,1.0,$37.00,4.61
Rental unit in Madrid · ★4.92 · 1 bedroom · 1 bed · 1 bath,Laura,t,Castillejos,Tetuán,40.46117,-3.69612,Casa entera,2,1.0,$94.00,4.92
Rental unit in Madrid · ★4.95 · 1 bedroom · 2 beds · 1 bath,Fernando,t,Embajadores,Centro,40.41033,-3.69905,Casa entera,2,2.0,$89.00,4.95
Home in Madrid · 1 bedroom · 1 bed · 1 shared bath,Lara,f,Trafalgar,Chamberí,40.4295,-3.70315,Habitación privada,1,1.0,$40.00,
Rental unit in Madrid · ★4.66 · 2 bedrooms · 2 beds · 1 bath,Raul,f,Palacio,Centro,40.41494,-3.70834,Casa entera,4,2.0,$89.00,4.66
Rental unit in Madrid · 2 bedrooms · 2 beds · 1 bath,Javier,f,Justicia,Centro,40.42824,-3.69977,Casa entera,4,2.0,$60.00,
Rental unit in Madrid · ★4.96 · 4 bedrooms · 6 beds · 3 baths,Jose Ramon,t,Arapiles,Chamberí,40.42997,-3.70715,Casa entera,8,6.0,$729.00,4.96
Rental unit in MADRID · ★4.58 · 1 bedroom · 2 beds · 1 bath,Andrea Y Daniel,f,Palacio,Centro,40.4114,-3.70855,Casa entera,4,2.0,$60.00,4.58
Rental unit in Madrid · ★4.97 · 2 bedrooms · 2 beds · 2 baths,Lina,t,Palacio,Centro,40.41316,-3.71174,Casa entera,4,2.0,$180.00,4.97
Rental unit in Madrid · ★4.89 · 3 bedrooms · 3 beds · 1 bath,Gon,f,Embajadores,Centro,40.4083,-3.69953,Casa entera,4,3.0,$200.00,4.89
Rental unit in MADRID · ★4.61 · 2 bedrooms · 3 beds · 2 baths,Dobohomes,f,Palacio,Centro,40.42123,-3.71059,Casa entera,4,3.0,$139.00,4.61
Rental unit in Madrid · ★4.57 · 1 bedroom · 3 beds · 1 bath,Inmoprillato S.L,f,Palacio,Centro,40.41544,-3.71103,Casa entera,4,3.0,$104.00,4.57
Rental unit in Madrid · ★4.65 · 3 bedrooms · 7 beds · 2 baths,Hellen,f,Universidad,Centro,40.421242,-3.706301,Casa entera,12,7.0,$461.00,4.65
Rental unit in Madrid · ★4.75 · 3 bedrooms · 3 beds · 3 baths,Lorena,f,Justicia,Centro,40.42411,-3.69569,Casa entera,8,3.0,$254.00,4.75
Rental unit in Madrid · ★4.88 · 2 bedrooms · 4 beds · 2 baths,C. B.  Zugaza,t,Universidad,Centro,40.42309,-3.70323,Casa entera,5,4.0,$160.00,4.88
Rental unit in Madrid · ★5.0 · 1 bedroom · 1 bed · 1 bath,Heredad Homes,f,Justicia,Centro,40.42307,-3.69822,Casa entera,2,1.0,$170.00,5.0
Rental unit in Madrid · ★4.34 · 1 bedroom · 2 beds · 1 bath,Ivan Y Carol,,Sol,Centro,40.41645,-3.7027,Casa entera,4,2.0,$93.00,4.34
Rental unit in Madrid · ★4.69 · 1 bedroom · 1 bed · 2 baths,Antonio,f,Guindalera,Salamanca,40.43341,-3.66948,Casa entera,2,1.0,$89.00,4.69
Rental unit in Madrid · ★4.62 · 2 bedrooms · 3 beds · 2 baths,Ana María,f,Embajadores,Centro,40.41151,-3.7072,Casa entera,5,3.0,$146.00,4.62
Rental unit in Madrid · ★4.87 · 3 bedrooms · 4 beds · 2 baths,Marisol,f,Palos de Moguer,Arganzuela,40.40219,-3.69703,Casa entera,6,4.0,$172.00,4.87
Rental unit in Madrid · ★5.0 · 1 bedroom · 2 beds · 2 baths,Carmen,f,Justicia,Centro,40.42218,-3.69804,Casa entera,4,2.0,$160.00,5.0
Rental unit in Madrid · ★4.74 · 2 bedrooms · 3 beds · 2 baths,Claudia,f,Cuatro Caminos,Tetuán,40.45512,-3.69666,Casa entera,4,3.0,$176.00,4.74
Condo in Madrid · ★5.0 · 1 bedroom · 2 beds · 1 bath,David,f,Justicia,Centro,40.4238,-3.69748,Casa entera,3,2.0,$50.00,5.0
Rental unit in Madrid · 1 bedroom · 3 beds · 1 bath,Ruth Ilaisa,f,Universidad,Centro,40.42768,-3.7073,Casa entera,5,3.0,$120.00,
Rental unit in Madrid · 1 bedroom · 1 bed · 1 shared bath,Claudia,f,Concepción,Ciudad Lineal,40.4321,-3.65639,Habitación privada,1,1.0,$18.00,0.0
Rental unit in Madrid · ★4.95 · 2 bedrooms · 3 beds · 1 bath,Angel,t,Embajadores,Centro,40.409939,-3.708811,Casa entera,4,3.0,$136.00,4.95
Rental unit in Madrid · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,Laura,f,Portazgo,Puente de Vallecas,40.39139,-3.64797,Habitación privada,1,1.0,$12.00,4.64
Home in Madrid · ★5.0 · 1 bedroom · 1 bed · 1 private bath,Carlos,f,Mirasierra,Fuencarral - El Pardo,40.49254,-3.72326,Habitación privada,2,1.0,$50.00,5.0
Rental unit in Madrid · ★4.79 · 1 bedroom · 1 bed · 1 bath,Ana & Ricardo,f,Sol,Centro,40.41891,-3.70227,Casa entera,3,1.0,$141.00,4.79
Rental unit in Madrid · ★4.44 · 1 bedroom · 2 beds · 1 bath,Leeways,f,Justicia,Centro,40.42501,-3.69889,Casa entera,3,2.0,$86.00,4.44
Rental unit in Madrid · ★5.0 · 1 bedroom · 1 bed · 1 bath,Fernando,f,Castillejos,Tetuán,40.45985,-3.69812,Casa entera,3,1.0,$60.00,5.0
Rental unit in Madrid · ★4.66 · 2 bedrooms · 3 beds · 1 bath,Paola,t,Argüelles,Moncloa - Aravaca,40.42291,-3.71251,Casa entera,4,3.0,$168.00,4.66
Rental unit in Madrid · ★5.0 · 2 bedrooms · 1 bed · 1 private bath,Violeta Y Diego,f,Palacio,Centro,40.41102,-3.7153,Habitación privada,2,1.0,$70.00,5.0
Rental unit in Madrid · 1 bedroom · 2 beds · 1 bath,Mercedes,f,Delicias,Arganzuela,40.39445,-3.68918,Casa entera,2,2.0,$53.00,4.5
Rental unit in Madrid · ★4.89 · 2 bedrooms · 3 beds · 1 bath,Maribel,t,Guindalera,Salamanca,40.43697,-3.66179,Casa entera,4,3.0,$110.00,4.89
Rental unit in Madrid · ★4.53 · 3 bedrooms · 5 beds · 2 baths,Arturo Y Beatriz,f,Cortes,Centro,40.41362,-3.69814,Casa entera,7,5.0,$106.00,4.53
Rental unit in Madrid · 4 bedrooms · 4 beds · 1.5 baths,Natalia,f,Lista,Salamanca,40.43028,-3.67795,Casa entera,5,4.0,$100.00,5.0
Rental unit in Madrid · ★4.58 · 1 bedroom · 1 bed · 1 bath,Rodrigo,f,Embajadores,Centro,40.41085,-3.70077,Casa entera,2,1.0,$97.00,4.58
Home in Madrid · 1 bedroom · 1 bed · 1 bath,David,f,Adelfas,Retiro,40.40117,-3.66968,Casa entera,2,1.0,$100.00,
Rental unit in Madrid · ★4.50 · 1 bedroom · 2 beds · 1 bath,Lucia,f,Ibiza,Retiro,40.41817,-3.67724,Casa entera,4,2.0,$87.00,4.5
Rental unit in Madrid · ★4.79 · 1 bedroom · 2 beds · 1 bath,Miguel,f,Justicia,Centro,40.42137,-3.69995,Casa entera,4,2.0,$106.00,4.79
Rental unit in Madrid · ★4.50 · 1 bedroom · 1 bed · 1 bath,Kristin,f,Justicia,Centro,40.42492,-3.69778,Casa entera,2,1.0,$75.00,4.5
Rental unit in Madrid · ★4.68 · 2 bedrooms · 2 beds · 1 bath,Margarita,f,Palacio,Centro,40.42093,-3.70752,Casa entera,4,2.0,$87.00,4.68
Rental unit in Madrid · ★4.48 · 2 bedrooms · 3 beds · 1 bath,Lucia,f,Ibiza,Retiro,40.41714096069336,-3.6732990741729736,Casa entera,4,3.0,$99.00,4.48
Rental unit in Madrid · 1 bedroom · 3 beds · 1 bath,Mig,f,Pacífico,Retiro,40.40549,-3.67487,Casa entera,3,3.0,$30.00,4.0
Rental unit in Madrid · 2 bedrooms · 2 beds · 1 bath,Jeldrik,f,Embajadores,Centro,40.40977,-3.70503,Casa entera,4,2.0,$100.00,5.0
Rental unit in Madrid · 1 bedroom · 1 bed · 1 bath,Fabio,f,Palomeras Sureste,Puente de Vallecas,40.37855,-3.65079,Casa entera,2,1.0,$40.00,
Rental unit in Madrid · ★4.41 · Studio · 2 beds · 1 bath,Mad4Rent,f,Embajadores,Centro,40.41219,-3.70738,Casa entera,2,2.0,$120.00,4.41
Rental unit in Madrid · 1 bedroom · 1 bed · 2 shared baths,Glaucia,f,Arapiles,Chamberí,40.43301,-3.71113,Habitación compartida,1,1.0,$13.00,0.0
Rental unit in Madrid · ★4.74 · 1 bedroom · 2 beds · 1 bath,Daniel,t,Universidad,Centro,40.42872,-3.703,Casa entera,4,2.0,$276.00,4.74
Rental unit in Madrid · ★4.60 · 2 bedrooms · 4 beds · 2 baths,Reyes,t,Cortes,Centro,40.4132112,-3.6958644,Casa entera,6,4.0,$225.00,4.6
Rental unit in Madrid · 1 bedroom · 1 bed · 1 shared bath,Andreina,f,Simancas,San Blas - Canillejas,40.43303,-3.63345,Habitación privada,1,1.0,$23.00,
Loft in Madrid · ★4.17 · Studio · 3 beds · 1.5 baths,Lisa,f,Valdeacederas,Tetuán,40.467,-3.70441,Casa entera,5,3.0,$40.00,4.17
Loft in Madrid · ★4.38 · 1 bedroom · 2 beds · 1 bath,Ricardo,f,Embajadores,Centro,40.40860748291016,-3.7021799087524414,Casa entera,4,2.0,$66.00,4.38
Rental unit in Madrid · ★4.68 · 3 bedrooms · 3 beds · 2 baths,Jaime,f,Ibiza,Retiro,40.41689,-3.67105,Casa entera,6,3.0,$132.00,4.68
Rental unit in Madrid · ★4.64 · 1 bedroom · 1 bed · 1 bath,Olga,f,Embajadores,Centro,40.41163,-3.70012,Casa entera,2,1.0,$60.00,4.64
Place to stay in Madrid · 1 bedroom · 2 beds · 1 shared bath,Gladys Victoria,f,Cuatro Caminos,Tetuán,40.45229,-3.70272,Habitación privada,2,2.0,$75.00,
Rental unit in Madrid · ★4.76 · 1 bedroom · 2 beds · 1 bath,Sergio,f,Embajadores,Centro,40.41225,-3.70562,Casa entera,4,2.0,$101.00,4.76
Rental unit in Madrid · ★4.92 · 2 bedrooms · 2 beds · 1 bath,Pablo,t,Palacio,Centro,40.41344,-3.71009,Casa entera,6,2.0,$611.00,4.92
Guest suite in Madrid · ★4.30 · 1 bedroom · 2 beds · 1 bath,Oussama,f,Quintana,Ciudad Lineal,40.43312,-3.65254,Casa entera,3,2.0,$40.00,4.3
Rental unit in Madrid · ★4.79 · 1 bedroom · 1 bed · 1.5 baths,Gloria,f,Embajadores,Centro,40.40704,-3.70612,Casa entera,2,1.0,$188.00,4.79
Rental unit in Madrid · ★4.86 · 1 bedroom · 1 bed · 2 shared baths,Nina,f,Ventas,Ciudad Lineal,40.43108,-3.65624,Habitación privada,1,1.0,$33.00,4.86
Rental unit in Madrid · 4 bedrooms · 1 bed · 1 shared bath,Angel,f,Pacífico,Retiro,40.4052,-3.68076,Habitación privada,2,1.0,$25.00,
Rental unit in Madrid · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,Tiare,f,Universidad,Centro,40.42394,-3.70528,Habitación privada,2,1.0,$31.00,4.5
Rental unit in Madrid · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,Susana,f,Lista,Salamanca,40.42931,-3.67455,Habitación privada,2,1.0,$35.00,4.67
Rental unit in Madrid · ★4.88 · 1 bedroom · 1 bed · 1 bath,Pablo,t,Sol,Centro,40.41984,-3.7018,Casa entera,4,1.0,$85.00,4.88
Rental unit in Madrid · ★4.49 · 2 bedrooms · 2 beds · 1 bath,Ana,f,Embajadores,Centro,40.40954,-3.70091,Casa entera,4,2.0,$94.00,4.49
Rental unit in Madrid · ★4.49 · 3 bedrooms · 5 beds · 2 baths,Ronny,f,Palacio,Centro,40.41277,-3.71366,Casa entera,6,5.0,$156.00,4.49
Rental unit in Madrid · ★4.89 · 1 bedroom · 4 beds · 1 bath,Izabella,f,Embajadores,Centro,40.41095,-3.69812,Casa entera,4,4.0,$114.00,4.89
Rental unit in Madrid · ★4.92 · 1 bedroom · 1 bed · 1 private bath,Myriam,t,El Viso,Chamartín,40.44291,-3.68032,Habitación privada,1,1.0,$50.00,4.92
Rental unit in Madrid · ★4.94 · 2 bedrooms · 3 beds · 2 baths,Helena,f,Palacio,Centro,40.41099,-3.71112,Casa entera,4,3.0,$98.00,4.94
Rental unit in Madrid · ★4.82 · 1 bedroom · 1 bed · 1 bath,Oscar Vanessa Mica Y Julia,f,Palacio,Centro,40.41205,-3.70954,Casa entera,2,1.0,$97.00,4.82
Rental unit in Madrid · ★4.13 · 2 bedrooms · 1 bed · 1 shared bath,Rodrigo  Bedoya,f,Trafalgar,Chamberí,40.4341,-3.7027,Habitación privada,2,1.0,$21.00,4.13
Rental unit in Madrid · ★5.0 · 2 bedrooms · 2 beds · 1 shared bath,Marcelo,f,Embajadores,Centro,40.41118,-3.70261,Habitación privada,4,2.0,$157.00,5.0
Rental unit in Madrid · 1 bedroom · 1 bed · 1 bath,Kathryn,f,Embajadores,Centro,40.4083,-3.70042,Casa entera,2,1.0,$25.00,4.5
Condo in Madrid · ★4.69 · 1 bedroom · 2 beds · 1 bath,Antonio,f,Embajadores,Centro,40.41255,-3.7055,Casa entera,4,2.0,$109.00,4.69
Rental unit in Madrid · ★4.95 · 1 bedroom · 2 beds · 1 bath,Lupe,t,Jerónimos,Retiro,40.40966,-3.69038,Casa entera,4,2.0,$150.00,4.95
Rental unit in Madrid · ★4.79 · 1 bedroom · 2 beds · 1 bath,Belen,t,Sol,Centro,40.41855,-3.70725,Casa entera,2,2.0,$115.00,4.79
Rental unit in Madrid · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,Alfonso,f,Acacias,Arganzuela,40.4025,-3.70167,Habitación privada,1,1.0,$17.00,4.86
Rental unit in Madrid · ★4.0 · 4 bedrooms · 4 beds · 1 bath,Javier,f,Gaztambide,Chamberí,40.43808,-3.71136,Casa entera,4,4.0,$155.00,4.0
Rental unit in Madrid · 1 bedroom · 2 beds · 1 shared bath,Daily,f,San Diego,Puente de Vallecas,40.39713,-3.66698,Habitación privada,2,2.0,$13.00,5.0
Rental unit in Madrid · 4 bedrooms · 4 beds · 1 bath,Javier,f,Arapiles,Chamberí,40.43354,-3.70856,Casa entera,5,4.0,$155.00,4.5
Rental unit in Madrid · 1 bedroom · 1 bed · 1 shared bath,Giorgio,f,Prosperidad,Chamartín,40.43796,-3.67885,Habitación privada,2,1.0,$50.00,
Rental unit in Madrid · 1 bedroom · 2 beds · 1 bath,Moises,f,Palos de Moguer,Arganzuela,40.40154,-3.69659,Casa entera,3,2.0,$48.00,
Rental unit in Madrid · ★4.55 · 1 bedroom · 2 beds · 1 bath,Ivan Y Carol,,Cortes,Centro,40.41393,-3.70217,Casa entera,4,2.0,$86.00,4.55
Home in Madrid · ★4.25 · 1 bedroom · 1 bed · 1 shared bath,Fernando,f,San Isidro,Carabanchel,40.40285,-3.72402,Habitación privada,1,1.0,$19.00,4.25
Rental unit in Madrid · ★4.37 · 1 bedroom · 1 bed · 1 shared bath,Rodrigo  Bedoya,f,Trafalgar,Chamberí,40.43307,-3.70349,Habitación privada,2,1.0,$20.00,4.37
Home in Madrid · 2 bedrooms · 1 bed · 1 shared bath,Vanessa,f,Comillas,Carabanchel,40.39586,-3.70985,Habitación privada,1,1.0,$26.00,0.0
Rental unit in Madrid · ★4.60 · 1 bedroom · 1 bed · 1 bath,Pablo,f,Universidad,Centro,40.42561,-3.70611,Casa entera,2,1.0,$41.00,4.6
Rental unit in Madrid · ★4.87 · 2 bedrooms · 2 beds · 1 bath,Ana,f,Goya,Salamanca,40.42768,-3.67583,Casa entera,4,2.0,$76.00,4.87
Rental unit in MADRID · ★4.52 · 2 bedrooms · 3 beds · 2 baths,Dobohomes,f,Gaztambide,Chamberí,40.4348,-3.7167,Casa entera,4,3.0,$147.00,4.52
Rental unit in Madrid · 1 bedroom · 1 bed · 1 shared bath,Jornet Gabriela,f,Rios Rosas,Chamberí,40.44483,-3.69745,Habitación privada,1,1.0,$30.00,
Rental unit in Madrid · 1 bedroom · 1 bed · 1.5 baths,Nacho,f,Bellas Vistas,Tetuán,40.45526,-3.70817,Habitación privada,2,1.0,$80.00,
Rental unit in Madrid · ★4.69 · 1 bedroom · 1 bed · 1 bath,Jesús,f,Lucero,Latina,40.40732,-3.74652,Casa entera,4,1.0,$85.00,4.69
Rental unit in Madrid · ★4.82 · 2 bedrooms · 2 beds · 1 bath,Riccardo,t,Embajadores,Centro,40.41015,-3.69924,Casa entera,4,2.0,$137.00,4.82
Rental unit in Madrid · ★4.95 · 3 bedrooms · 3 beds · 2 baths,Manuel,f,Cortes,Centro,40.41123,-3.69515,Casa entera,6,3.0,$443.00,4.95
Rental unit in Madrid · ★4.72 · 3 bedrooms · 4 beds · 3 baths,Raul,f,Arapiles,Chamberí,40.43615,-3.70487,Casa entera,8,4.0,$187.00,4.72
Home in Madrid · ★4.56 · 1 bedroom · 1 bed · 1 shared bath,Laura,f,Portazgo,Puente de Vallecas,40.38952,-3.64967,Habitación privada,1,1.0,$12.00,4.56
Rental unit in Madrid · ★4.25 · 1 bedroom · 1 bed · 1 shared bath,Laura,f,Portazgo,Puente de Vallecas,40.38938,-3.6478,Habitación privada,1,1.0,$11.00,4.25
Rental unit in Madrid · ★4.92 · 1 bedroom · 1 bed · 1 bath,Toby,t,Lista,Salamanca,40.42996,-3.67473,Casa entera,2,1.0,$82.00,4.92
Rental unit in Madrid · ★4.91 · 2 bedrooms · 2 beds · 2 baths,Álvaro,t,Palacio,Centro,40.41293,-3.71126,Casa entera,6,2.0,$168.00,4.91
Rental unit in Madrid · ★4.71 · 1 bedroom · 2 beds · 1 bath,Maribel & Jose,f,Embajadores,Centro,40.40978,-3.70105,Casa entera,5,2.0,$77.00,4.71
Floor in Madrid · ★4.71 · 1 bedroom · 1 bed · 2 shared baths,Carlos,f,Trafalgar,Chamberí,40.42952,-3.70466,Habitación privada,2,1.0,$19.00,4.71
Rental unit in Madrid · 2 bedrooms · 2 beds · 1 bath,Paloma,f,Palos de Moguer,Arganzuela,40.40345,-3.68919,Casa entera,4,2.0,$45.00,
Rental unit in Madrid · ★4.57 · 1 bedroom · 1 bed · 1 bath,Leeways,f,Palacio,Centro,40.413,-3.71301,Casa entera,2,1.0,$86.00,4.57
Rental unit in Madrid · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,Sarita,f,San Cristobal,Villaverde,40.34027,-3.68772,Habitación privada,2,1.0,$11.00,4.71
Rental unit in Madrid · ★4.61 · 1 bedroom · 1 bed · 1 bath,Daniel,t,Universidad,Centro,40.42737,-3.70424,Casa entera,4,1.0,$115.00,4.61
Rental unit in Madrid · ★5.0 · 2 bedrooms · 3 beds · 2 baths,Maria Del Puy,f,Castillejos,Tetuán,40.45953,-3.6956,Casa entera,4,3.0,$50.00,5.0
Rental unit in Madrid · ★4.95 · 2 bedrooms · 3 beds · 2 baths,Paz,t,Ibiza,Retiro,40.42151,-3.67716,Casa entera,5,3.0,$148.00,4.95
Rental unit in Madrid · ★4.76 · Studio · 1 bed · 1 bath,Juanma,f,Embajadores,Centro,40.41028,-3.70433,Casa entera,2,1.0,$81.00,4.76
Rental unit in Madrid · ★4.83 · 1 bedroom · 2 beds · 2 shared baths,Irene,f,Pueblo Nuevo,Ciudad Lineal,40.43256,-3.64449,Habitación privada,2,2.0,$36.00,4.83
Loft in Madrid · ★4.86 · 1 bedroom · 1 bed · 1 bath,Maria Teresa,t,Embajadores,Centro,40.40966,-3.70025,Casa entera,2,1.0,$73.00,4.86
Rental unit in Madrid · ★4.33 · 1 bedroom · 1 bed · 1 bath,Armand,f,Valdeacederas,Tetuán,40.46913,-3.70372,Casa entera,3,1.0,$60.00,4.33
Rental unit in Madrid · ★4.67 · 1 bedroom · 1 bed · 1 bath,Manuel,f,Justicia,Centro,40.42229,-3.7004,Casa entera,2,1.0,$92.00,4.67
Rental unit in Madrid · ★4.62 · 1 bedroom · 1 bed · 1 bath,Manuel,f,Justicia,Centro,40.42222,-3.70001,Casa entera,3,1.0,$102.00,4.62
Rental unit in Madrid · ★4.78 · 4 bedrooms · 7 beds · 3 baths,Isabel,t,Universidad,Centro,40.42382,-3.70536,Casa entera,8,7.0,$405.00,4.78
Rental unit in Madrid · ★4.75 · 1 bedroom · 1 bed · 1 bath,Jesús,f,Lucero,Latina,40.40732,-3.74661,Casa entera,4,1.0,$85.00,4.75
Guest suite in Madrid · 1 bedroom · 1 bed · 1 shared bath,Javier,f,San Diego,Puente de Vallecas,40.39403,-3.66629,Habitación privada,2,1.0,$46.00,5.0
Rental unit in Madrid · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,Pedro,f,Argüelles,Moncloa - Aravaca,40.4212,-3.71588,Habitación privada,2,1.0,$36.00,4.85
Rental unit in Madrid · ★4.77 · 2 bedrooms · 2 beds · 1.5 baths,Charo,t,Universidad,Centro,40.42558,-3.7095,Casa entera,3,2.0,$128.00,4.77
Rental unit in Madrid · ★5.0 · 2 bedrooms · 3 beds · 1 bath,Roberto,t,Sol,Centro,40.41538733421038,-3.7068550752752696,Casa entera,4,3.0,$160.00,5.0
Rental unit in Madrid · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,Pilar,t,San Pascual,Ciudad Lineal,40.43653,-3.65547,Habitación privada,2,1.0,$31.00,4.9
Rental unit in Madrid · ★4.63 · 2 bedrooms · 3 beds · 1 bath,Rober,f,Palos de Moguer,Arganzuela,40.40248,-3.69229,Casa entera,4,3.0,$80.00,4.63
Rental unit in Madrid · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,Daniel,t,Peñagrande,Fuencarral - El Pardo,40.48229,-3.71642,Habitación privada,1,1.0,$28.00,4.87
Rental unit in Madrid · ★4.51 · 1 bedroom · 1 bed · 1 bath,Susana,f,Trafalgar,Chamberí,40.43722,-3.7005,Casa entera,2,1.0,$79.00,4.51
Rental unit in Madrid · ★4.71 · Studio · 3 beds · 1 bath,Sandra,f,Pacífico,Retiro,40.40497,-3.67418,Casa entera,4,3.0,$129.00,4.71
Rental unit in Madrid · ★4.89 · 1 bedroom · 1 bed · 2 shared baths,Alejandra,f,Sol,Centro,40.41729,-3.70858,Habitación privada,1,1.0,$29.00,4.89
Loft in Madrid · ★4.51 · 1 bedroom · 1 bed · 1 shared bath,Álvaro,f,Palacio,Centro,40.4137,-3.71107,Habitación privada,2,1.0,$39.00,4.51
Rental unit in Madrid · ★4.82 · 1 bedroom · 2 beds · 1 bath,Juan,f,Casco Histórico de Barajas,Barajas,40.47392,-3.58179,Casa entera,4,2.0,$75.00,4.82
Rental unit in Madrid · ★4.82 · 1 bedroom · 1 bed · 2 shared baths,Eduardo,f,Embajadores,Centro,40.4104,-3.70604,Habitación privada,2,1.0,$65.00,4.82
Rental unit in Madrid · ★4.98 · 2 bedrooms · 3 beds · 2 baths,Roberto,t,Sol,Centro,40.41712871146604,-3.705151700724824,Casa entera,4,3.0,$170.00,4.98
Condo in Madrid · ★4.42 · 1 bedroom · 3 beds · 1 shared bath,Jose,f,Numancia,Puente de Vallecas,40.39204,-3.65601,Habitación privada,1,3.0,$21.00,4.42
Floor in Madrid · 1 bedroom · 1 bed · 1 shared bath,Yolanda,f,Rios Rosas,Chamberí,40.44501,-3.69714,Habitación privada,1,1.0,$21.00,
Rental unit in Madrid · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,Katie,f,Palacio,Centro,40.41155,-3.7102,Habitación privada,1,1.0,$15.00,4.5
Rental unit in Madrid · ★4.62 · 4 bedrooms · 4 beds · 2 baths,Mercedes,f,Sol,Centro,40.42004,-3.70663,Casa entera,8,4.0,$230.00,4.62
Rental unit in Madrid · 1 bedroom · 1 bed · 1 bath,David,f,San Isidro,Carabanchel,40.39702,-3.71981,Casa entera,2,1.0,$30.00,5.0
Rental unit in Madrid · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,Sai,t,Palomeras Bajas,Puente de Vallecas,40.38113,-3.6659,Habitación privada,1,1.0,$26.00,4.86
Rental unit in Madrid · ★4.76 · 1 bedroom · 1 bed · 2 shared baths,Eduardo,f,Embajadores,Centro,40.4104,-3.70604,Habitación privada,2,1.0,$62.00,4.76
Condo in Madrid · ★5.0 · 1 bedroom · 1 bed · 1 bath,Ricardo,f,Justicia,Centro,40.42638,-3.69965,Casa entera,2,1.0,$160.00,5.0
Rental unit in Madrid · ★4.76 · 1 bedroom · 1 bed · 2 shared baths,Eduardo,f,Embajadores,Centro,40.4104,-3.70604,Habitación privada,2,1.0,$62.00,4.76
Home in Madrid · ★4.81 · 1 bedroom · 2 beds · 1.5 baths,María Carmen,t,San Isidro,Carabanchel,40.40406,-3.72378,Habitación privada,2,2.0,$49.00,4.81
Rental unit in Madrid · ★4.91 · 1 bedroom · 1 bed · 1.5 baths,Fidel,f,Palacio,Centro,40.41159,-3.71155,Casa entera,2,1.0,$106.00,4.91
Rental unit in Madrid · ★4.92 · 1 bedroom · 1 bed · 1 private bath,Maria,f,Almagro,Chamberí,40.4352,-3.69625,Habitación privada,2,1.0,$55.00,4.92
Home in Madrid · 1 bedroom · 2 beds · 1 bath,Juan,f,Palacio,Centro,40.41117,-3.71331,Casa entera,2,2.0,$100.00,
Guest suite in Madrid · 1 bedroom · 2 beds · 1 bath,Samy,f,Pinar del Rey,Hortaleza,40.48063,-3.64879,Casa entera,2,2.0,$35.00,4.5
Rental unit in Madrid · ★4.46 · 1 bedroom · 1 bed · 1 private bath,Amazinn Places,f,Universidad,Centro,40.42297,-3.70197,Habitación privada,2,1.0,$36.00,4.46
Rental unit in Madrid · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,Adrian,f,Imperial,Arganzuela,40.404,-3.71313,Habitación privada,2,1.0,$27.00,4.82
